id,name,,000000,accounts/external_id, - ,name,group_id:id,reconcile,user_type_id:id,chart_template_id:id,tag_ids:id
,,126099,bdgtry_com_126099,puc_com_126099,126099,Deterioro Cuentas En Participaci�n,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
bdgtry_com_1295,1295 - Otras Inversiones,129500,bdgtry_com_1295,puc_com_1295,1295,Otras Inversiones,,0,account.data_account_off_sheet,chart_template_comercial,
,,129505,bdgtry_com_129505,puc_com_129505,129505,Aportes En Cooperativas,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129510,bdgtry_com_129510,puc_com_129510,129510,Derechos En Clubes Sociales,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129515,bdgtry_com_129515,puc_com_129515,129515,Acciones O Derechos En Clubes Deportivos,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129520,bdgtry_com_129520,puc_com_129520,129520,Bonos En Colegios,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129595,bdgtry_com_129595,puc_com_129595,129595,Diversas,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129599,bdgtry_com_129599,puc_com_129599,129599,Deterioro,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
bdgtry_com_1299,1299 - Provisiones,129900,bdgtry_com_1299,puc_com_1299,1299,Provisiones,,0,account.data_account_off_sheet,chart_template_comercial,
,,129905,bdgtry_com_129905,puc_com_129905,129905,Acciones,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129910,bdgtry_com_129910,puc_com_129910,129910,Cuotas O Partes De Inter�s Social,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129915,bdgtry_com_129915,puc_com_129915,129915,Bonos,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129920,bdgtry_com_129920,puc_com_129920,129920,C�dulas,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129925,bdgtry_com_129925,puc_com_129925,129925,Certificados,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129930,bdgtry_com_129930,puc_com_129930,129930,Papeles Comerciales,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129935,bdgtry_com_129935,puc_com_129935,129935,T�tulos,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129940,bdgtry_com_129940,puc_com_129940,129940,Aceptaciones Bancarias O Financieras,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129945,bdgtry_com_129945,puc_com_129945,129945,Derechos Fiduciarios,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129950,bdgtry_com_129950,puc_com_129950,129950,Derechos De Recompra De Inversiones Negociadas,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129955,bdgtry_com_129955,puc_com_129955,129955,Obligatorias,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129960,bdgtry_com_129960,puc_com_129960,129960,Cuentas En Participaci�n,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129995,bdgtry_com_129995,puc_com_129995,129995,Otras Inversiones,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
,,129999,bdgtry_com_129999,puc_com_129999,129999,Deterioro Inversiones,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1012_1205_K
bdgtry_com_13,13 - Deudores,130000,bdgtry_com_13,puc_com_13,13,Deudores,,0,account.data_account_off_sheet,chart_template_comercial,
bdgtry_com_1305,1305 - Clientes,130500,bdgtry_com_1305,puc_com_1305,1305,Clientes,,0,account.data_account_off_sheet,chart_template_comercial,
,,130505,bdgtry_com_130505,puc_com_130505,130505,Nacionales,group_fin_1_3_cta_cob,1,account.data_account_type_receivable,chart_template_comercial,aat_1008_1315_N
,,130510,bdgtry_com_130510,puc_com_130510,130510,Del Exterior,group_fin_1_3_cta_cob,1,account.data_account_type_receivable,chart_template_comercial,aat_1008_1315_N
,,130515,bdgtry_com_130515,puc_com_130515,130515,Deudores Del Sistema,group_fin_1_3_cta_cob,1,account.data_account_type_receivable,chart_template_comercial,aat_1008_1315_N
,,130595,bdgtry_com_130595,puc_com_130595,130595,Otros Clientes,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1315_N
bdgtry_com_1310,1310 - Cuentas Corrientes Comerciales,131000,bdgtry_com_1310,puc_com_1310,1310,Cuentas Corrientes Comerciales,,0,account.data_account_off_sheet,chart_template_comercial,
,,131005,bdgtry_com_131005,puc_com_131005,131005,Casa Matriz,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,131010,bdgtry_com_131010,puc_com_131010,131010,Compa��as Vinculadas,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,131015,bdgtry_com_131015,puc_com_131015,131015,Accionistas O Socios,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,131020,bdgtry_com_131020,puc_com_131020,131020,Particulares,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,131095,bdgtry_com_131095,puc_com_131095,131095,Otras Cuentas Corrientes Comerciales,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,131099,bdgtry_com_131099,puc_com_131099,131099,Deterioro Cuentas Corrientes Comerciales,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
bdgtry_com_1315,1315 - Cuentas Por Cobrar A Casa Matriz,131500,bdgtry_com_1315,puc_com_1315,1315,Cuentas Por Cobrar A Casa Matriz,,0,account.data_account_off_sheet,chart_template_comercial,
,,131505,bdgtry_com_131505,puc_com_131505,131505,Ventas,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1315_N
,,131510,bdgtry_com_131510,puc_com_131510,131510,Pagos A Nombre De Casa Matriz,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1315_N
,,131515,bdgtry_com_131515,puc_com_131515,131515,Valores Recibidos Por Casa Matriz,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1315_N
,,131520,bdgtry_com_131520,puc_com_131520,131520,Pr�stamos,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1315_N
,,131595,bdgtry_com_131595,puc_com_131595,131595,Otras Cuentas Por Cobrar A Casa Matriz,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1315_N
,,131599,bdgtry_com_131599,puc_com_131599,131599,Deterioro Cuentas Por Cobrar A Casa Matriz,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1315_N
bdgtry_com_1320,1320 - Cuentas Por Cobrar A Vinculados Econ�micos,132000,bdgtry_com_1320,puc_com_1320,1320,Cuentas Por Cobrar A Vinculados Econ�micos,,0,account.data_account_off_sheet,chart_template_comercial,
,,132005,bdgtry_com_132005,puc_com_132005,132005,Filiales,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,132010,bdgtry_com_132010,puc_com_132010,132010,Subsidiarias,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,132015,bdgtry_com_132015,puc_com_132015,132015,Sucursales,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,132095,bdgtry_com_132095,puc_com_132095,132095,Otras Cuentas Por Cobrar A Vinculados Econ�micos,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,132099,bdgtry_com_132099,puc_com_132099,132099,Deterioro Cuentas Por Cobrar A Vinculados Econ�micos,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
bdgtry_com_1323,1323 - Cuentas Por Cobrar A Directores,132300,bdgtry_com_1323,puc_com_1323,1323,Cuentas Por Cobrar A Directores,,0,account.data_account_off_sheet,chart_template_comercial,
,,132305,bdgtry_com_132305,puc_com_132305,132305,Cuentas Por Cobrar A Directores,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,132395,bdgtry_com_132395,puc_com_132395,132395,Otras Cuentas Por Cobrar A Directores,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,132399,bdgtry_com_132399,puc_com_132399,132399,Deterioro Cuentas Por Cobrar A Directores,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
bdgtry_com_1325,1325 - Cuentas Por Cobrar A Socios Y Accionistas,132500,bdgtry_com_1325,puc_com_1325,1325,Cuentas Por Cobrar A Socios Y Accionistas,,0,account.data_account_off_sheet,chart_template_comercial,
,,132505,bdgtry_com_132505,puc_com_132505,132505,A Socios,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,132510,bdgtry_com_132510,puc_com_132510,132510,A Accionistas,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,132595,bdgtry_com_132595,puc_com_132595,132595,Otras Cuentas Por Cobrar A Socios Y Accionistas,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,132599,bdgtry_com_132599,puc_com_132599,132599,Deterioro Cuentas Por Cobrar A Socios Y Accionistas,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
bdgtry_com_1328,1328 - Aportes Por Cobrar,132800,bdgtry_com_1328,puc_com_1328,1328,Aportes Por Cobrar,,0,account.data_account_off_sheet,chart_template_comercial,
,,132805,bdgtry_com_132805,puc_com_132805,132805,Aportes Por Cobrar,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,132895,bdgtry_com_132895,puc_com_132895,132895,Otros Aportes Por Cobrar,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
,,132899,bdgtry_com_132899,puc_com_132899,132899,Deterioro Aportes Por Cobrar,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1316_N
bdgtry_com_1330,1330 - Anticipos Y Avances,133000,bdgtry_com_1330,puc_com_1330,1330,Anticipos Y Avances,,0,account.data_account_off_sheet,chart_template_comercial,
,,133005,bdgtry_com_133005,puc_com_133005,133005,A Proveedores,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133010,bdgtry_com_133010,puc_com_133010,133010,A Contratistas,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133015,bdgtry_com_133015,puc_com_133015,133015,A Trabajadores,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133020,bdgtry_com_133020,puc_com_133020,133020,A Agentes,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133025,bdgtry_com_133025,puc_com_133025,133025,A Concesionarios,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133030,bdgtry_com_133030,puc_com_133030,133030,De Adjudicaciones,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133095,bdgtry_com_133095,puc_com_133095,133095,Otros Anticipos Y Avances,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133099,bdgtry_com_133099,puc_com_133099,133099,Deterioro Anticipos Y Avances,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
bdgtry_com_1332,1332 - Cuentas De Operaci�n Conjunta,133200,bdgtry_com_1332,puc_com_1332,1332,Cuentas De Operaci�n Conjunta,,0,account.data_account_off_sheet,chart_template_comercial,
,,133205,bdgtry_com_133205,puc_com_133205,133205,Cuentas De Operaci�n Conjunta,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133295,bdgtry_com_133295,puc_com_133295,133295,Otras Cuentas De Operaci�n Conjunta,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
bdgtry_com_1335,1335 - Dep�sitos,133500,bdgtry_com_1335,puc_com_1335,1335,Dep�sitos,,0,account.data_account_off_sheet,chart_template_comercial,
,,133505,bdgtry_com_133505,puc_com_133505,133505,Para Importaciones,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133510,bdgtry_com_133510,puc_com_133510,133510,Para Servicios,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133515,bdgtry_com_133515,puc_com_133515,133515,Para Contratos,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133520,bdgtry_com_133520,puc_com_133520,133520,Para Responsabilidades,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133525,bdgtry_com_133525,puc_com_133525,133525,Para Juicios Ejecutivos,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133530,bdgtry_com_133530,puc_com_133530,133530,"Para Adquisici�n De Acciones, Cuotas O Derechos Sociales",group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133535,bdgtry_com_133535,puc_com_133535,133535,En Garant�a,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133595,bdgtry_com_133595,puc_com_133595,133595,Otros Dep�sitos,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,133599,bdgtry_com_133599,puc_com_133599,133599,Deterioro Dep�sitos,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
bdgtry_com_1340,1340 - Promesas De Compra Venta,134000,bdgtry_com_1340,puc_com_1340,1340,Promesas De Compra Venta,,0,account.data_account_off_sheet,chart_template_comercial,
,,134005,bdgtry_com_134005,puc_com_134005,134005,De Bienes Ra�ces,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134010,bdgtry_com_134010,puc_com_134010,134010,De Maquinaria Y Equipo,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134015,bdgtry_com_134015,puc_com_134015,134015,De Flota Y Equipo De Transporte,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134020,bdgtry_com_134020,puc_com_134020,134020,De Flota Y Equipo A�reo,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134025,bdgtry_com_134025,puc_com_134025,134025,De Flota Y Equipo F�rreo,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134030,bdgtry_com_134030,puc_com_134030,134030,De Flota Y Equipo Fluvial Y/O Mar�timo,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134035,bdgtry_com_134035,puc_com_134035,134035,De Semovientes,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134095,bdgtry_com_134095,puc_com_134095,134095,Promesas De Compra Venta De Otros Bienes,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134099,bdgtry_com_134099,puc_com_134099,134099,Deterioro Promesas De Compra Venta De Otros Bienes,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
bdgtry_com_1345,1345 - Ingresos Por Cobrar,134500,bdgtry_com_1345,puc_com_1345,1345,Ingresos Por Cobrar,,0,account.data_account_off_sheet,chart_template_comercial,
,,134505,bdgtry_com_134505,puc_com_134505,134505,Dividendos Y/O Participaciones,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134510,bdgtry_com_134510,puc_com_134510,134510,Intereses,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134515,bdgtry_com_134515,puc_com_134515,134515,Comisiones,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134520,bdgtry_com_134520,puc_com_134520,134520,Honorarios,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134525,bdgtry_com_134525,puc_com_134525,134525,Servicios,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134530,bdgtry_com_134530,puc_com_134530,134530,Arrendamientos,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134535,bdgtry_com_134535,puc_com_134535,134535,Cert Por Cobrar,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134595,bdgtry_com_134595,puc_com_134595,134595,Otros Ingresos Por Cobrar,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,134599,bdgtry_com_134599,puc_com_134599,134599,Deterioro Ingresos Por Cobrar,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
bdgtry_com_1350,1350 - Retenci�n Sobre Contratos,135000,bdgtry_com_1350,puc_com_1350,1350,Retenci�n Sobre Contratos,,0,account.data_account_off_sheet,chart_template_comercial,
,,135005,bdgtry_com_135005,puc_com_135005,135005,De Construcci�n,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,135010,bdgtry_com_135010,puc_com_135010,135010,De Prestaci�n De Servicios,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,135095,bdgtry_com_135095,puc_com_135095,135095,Otras Retenci�n Sobre Contratos,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,135099,bdgtry_com_135099,puc_com_135099,135099,Deterioro Retenci�n Sobre Contratos,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
bdgtry_com_1355,1355 - Anticipo De Impuestos Y Contribuciones O Saldos A Favor,135500,bdgtry_com_1355,puc_com_1355,1355,Anticipo De Impuestos Y Contribuciones O Saldos A Favor,,0,account.data_account_off_sheet,chart_template_comercial,
,,135505,bdgtry_com_135505,puc_com_135505,135505,Anticipo De Impuestos De Renta Y Complementarios,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,135510,bdgtry_com_135510,puc_com_135510,135510,Anticipo De Impuestos De Industria Y Comercio,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,135515,bdgtry_com_135515,puc_com_135515,135515,Retenci�n En La Fuente,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,135517,bdgtry_com_135517,puc_com_135517,135517,Impuesto A Las Ventas Retenido,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,135518,bdgtry_com_135518,puc_com_135518,135518,Impuesto De Industria Y Comercio Retenido,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,135519,bdgtry_com_135519,puc_com_135519,135519,2014 Cree-2015 Rte Fte Fiducia,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,135520,bdgtry_com_135520,puc_com_135520,135520,Sobrantes En Liquidaci�n Privada De Impuestos,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,135525,bdgtry_com_135525,puc_com_135525,135525,Contribuciones,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,135530,bdgtry_com_135530,puc_com_135530,135530,Impuestos Descontables,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,135595,bdgtry_com_135595,puc_com_135595,135595,Otros Anticipo De Impuestos Y Contribuciones O Saldos A Favor,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,135599,bdgtry_com_135599,puc_com_135599,135599,Deterioro Anticipo De Impuestos Y Contribuciones O Saldos A Favor,group_fin_1_2_inv_cor,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
bdgtry_com_1360,1360 - Reclamaciones,136000,bdgtry_com_1360,puc_com_1360,1360,Reclamaciones,,0,account.data_account_off_sheet,chart_template_comercial,
,,136005,bdgtry_com_136005,puc_com_136005,136005,A Compa��as Aseguradoras,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,136010,bdgtry_com_136010,puc_com_136010,136010,A Transportadores,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,136015,bdgtry_com_136015,puc_com_136015,136015,Por Tiqu�tes A�reos,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,136095,bdgtry_com_136095,puc_com_136095,136095,Otras Reclamaciones,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,136099,bdgtry_com_136099,puc_com_136099,136099,Deterioro Reclamaciones,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
bdgtry_com_1365,1365 - Cuentas Por Cobrar A Trabajadores,136500,bdgtry_com_1365,puc_com_1365,1365,Cuentas Por Cobrar A Trabajadores,,0,account.data_account_off_sheet,chart_template_comercial,
,,136505,bdgtry_com_136505,puc_com_136505,136505,Vivienda,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,136510,bdgtry_com_136510,puc_com_136510,136510,Veh�culos,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,136515,bdgtry_com_136515,puc_com_136515,136515,Educaci�n,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,136520,bdgtry_com_136520,puc_com_136520,136520,"M�dicos, Odontol�gicos Y Similares",group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,136525,bdgtry_com_136525,puc_com_136525,136525,Calamidad Dom�stica,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,136530,bdgtry_com_136530,puc_com_136530,136530,Responsabilidades,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,136595,bdgtry_com_136595,puc_com_136595,136595,Otras Cuentas Por Cobrar A Trabajadores,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,136599,bdgtry_com_136599,puc_com_136599,136599,Deterioro Cuentas Por Cobrar A Trabajadores,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
bdgtry_com_1370,1370 - Pr�stamos A Particulares,137000,bdgtry_com_1370,puc_com_1370,1370,Pr�stamos A Particulares,,0,account.data_account_off_sheet,chart_template_comercial,
,,137005,bdgtry_com_137005,puc_com_137005,137005,Con Garant�a Real,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,137010,bdgtry_com_137010,puc_com_137010,137010,Con Garant�a Personal,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,137095,bdgtry_com_137095,puc_com_137095,137095,Otros Pr�stamos A Particulares,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,137099,bdgtry_com_137099,puc_com_137099,137099,Deterioro Pr�stamos A Particulares,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
bdgtry_com_1380,1380 - Deudores Varios,138000,bdgtry_com_1380,puc_com_1380,1380,Deudores Varios,,0,account.data_account_off_sheet,chart_template_comercial,
,,138005,bdgtry_com_138005,puc_com_138005,138005,Depositarios,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,138010,bdgtry_com_138010,puc_com_138010,138010,Comisionistas De Bolsas,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,138015,bdgtry_com_138015,puc_com_138015,138015,Fondo De Inversi�n,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,138020,bdgtry_com_138020,puc_com_138020,138020,Cuentas Por Cobrar De Terceros,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,138025,bdgtry_com_138025,puc_com_138025,138025,Pagos Por Cuenta De Terceros,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,138030,bdgtry_com_138030,puc_com_138030,138030,Fondos De Inversi�n Social,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,138095,bdgtry_com_138095,puc_com_138095,138095,Otros Deudores Varios,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,138099,bdgtry_com_138099,puc_com_138099,138099,Deterioro Deudores Varios,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
bdgtry_com_1385,1385 - Derechos De Recompra De Cartera Negociada,138500,bdgtry_com_1385,puc_com_1385,1385,Derechos De Recompra De Cartera Negociada,,0,account.data_account_off_sheet,chart_template_comercial,
,,138505,bdgtry_com_138505,puc_com_138505,138505,Derechos De Recompra De Cartera Negociada,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
,,138595,bdgtry_com_138595,puc_com_138595,138595,Otros Derechos De Recompra De Cartera Negociada,group_fin_1_3_cta_cob,0,account.data_account_type_current_assets,chart_template_comercial,aat_1008_1317_N
